variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1390	2.58E-02	2.30E-01	7.87E-01	8.51E-02	3.15E-01	2.19E-02	bad-chisq
ermA1	2.58E-02	9.82E-01	5.27E-01	-1.62E-01	2.56E-01	5.12E-02	bad-chisq
group_1351	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1337	2.58E-02	1.74E-02	3.73E-03	5.60E-01	1.90E-01	2.32E-01	bad-chisq
group_1255	2.58E-02	2.30E-01	7.87E-01	8.51E-02	3.15E-01	2.19E-02	bad-chisq
group_1226	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_1215	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1214	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
ecfT_2~~~ecfT_1	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1163	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_1087	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1079	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_972	2.58E-02	2.48E-01	8.33E-02	-3.92E-01	2.25E-01	1.40E-01	bad-chisq
group_969	2.58E-02	1.74E-02	1.92E-01	3.54E-01	2.70E-01	1.05E-01	bad-chisq
group_824	2.58E-02	9.82E-01	5.27E-01	-1.62E-01	2.56E-01	5.12E-02	bad-chisq
group_657	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
erm	2.58E-02	2.48E-01	9.15E-02	-3.49E-01	2.06E-01	1.36E-01	bad-chisq
group_470	2.58E-02	9.82E-01	2.47E-01	-3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_383	2.58E-02	2.30E-01	7.87E-01	8.51E-02	3.15E-01	2.19E-02	bad-chisq
group_374	2.58E-02	2.48E-01	5.25E-02	-4.17E-01	2.13E-01	1.56E-01	bad-chisq
group_313	2.58E-02	9.82E-01	1.88E-01	-3.19E-01	2.42E-01	1.06E-01	bad-chisq
group_275	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
lacC_1	2.58E-02	2.30E-01	8.43E-01	5.33E-02	2.69E-01	1.60E-02	bad-chisq
group_77	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_64	2.58E-02	2.30E-01	8.99E-01	-3.29E-02	2.60E-01	1.02E-02	bad-chisq
group_2206	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_2203	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2199	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_2187	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2182	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_2172	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2168	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_2150	1.94E-02	7.20E-01	9.50E-01	-1.97E-02	3.12E-01	5.11E-03	bad-chisq
group_2147	1.94E-02	8.66E-02	4.83E-01	2.13E-01	3.03E-01	5.67E-02	bad-chisq
group_2138	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2135	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_2134	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_2128	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2126	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_2122	1.94E-02	8.66E-02	4.13E-01	2.29E-01	2.80E-01	6.61E-02	bad-chisq
group_2100	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2074	1.94E-02	8.66E-02	4.13E-01	2.29E-01	2.80E-01	6.61E-02	bad-chisq
group_2068	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_2061	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_2032	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2016	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_2003	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_2001	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1997	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_1996	1.94E-02	7.20E-01	2.66E-01	-3.14E-01	2.82E-01	8.99E-02	bad-chisq
group_1992	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1991	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1945	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_1889	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1884	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_1883	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1875	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_1857	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1853	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1833	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1829	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1823	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1819	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1809	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1763	1.94E-02	8.66E-02	4.13E-01	2.29E-01	2.80E-01	6.61E-02	bad-chisq
group_1762	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1750	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1742	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1734	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1732	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_1725	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1704	1.94E-02	8.66E-02	4.13E-01	2.29E-01	2.80E-01	6.61E-02	bad-chisq
group_1680	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1679	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1662	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1659	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1652	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_1633	1.94E-02	2.15E-03	6.86E-02	5.83E-01	3.18E-01	1.47E-01	bad-chisq
group_1622	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1613	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1606	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1602	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1584	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1579	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1552	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1532	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1514	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1481	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1456	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_1445	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
clpP_1	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1397	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_1394	1.94E-02	8.66E-02	4.28E-01	2.12E-01	2.66E-01	6.41E-02	bad-chisq
group_1361	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1320	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1313	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1261	1.94E-02	8.66E-02	3.71E-01	2.81E-01	3.13E-01	7.24E-02	bad-chisq
group_1225	1.94E-02	3.19E-01	1.40E-01	-4.62E-01	3.11E-01	1.19E-01	bad-chisq
group_1145	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1129	1.94E-02	8.66E-02	4.13E-01	2.29E-01	2.80E-01	6.61E-02	bad-chisq
group_1118	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_950	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_942	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_908	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_899	1.94E-02	7.20E-01	6.29E-01	-1.36E-01	2.80E-01	3.92E-02	bad-chisq
group_895	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_890	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_859	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_822	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_807	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_799	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_798	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_644	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_643	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_622	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_595	1.94E-02	7.20E-01	3.46E-01	2.45E-01	2.59E-01	7.62E-02	bad-chisq
group_593	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
metK_1	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_523	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_518	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_507	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_501	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_497	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_468	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_458	1.94E-02	8.66E-02	4.01E-01	2.36E-01	2.81E-01	6.79E-02	bad-chisq
group_414	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
sfaA	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_389	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_380	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_377	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_371	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_349	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_334	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_333	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_253	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_232	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_231	1.94E-02	8.66E-02	4.01E-01	2.36E-01	2.81E-01	6.79E-02	bad-chisq
ettA	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_156	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_133	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_127	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
comEC	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_74	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_71	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_65	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_45	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_39	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_25	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_16	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_10	1.94E-02	8.66E-02	1.05E-02	5.30E-01	2.05E-01	2.05E-01	bad-chisq
group_2255	1.29E-02	3.99E-01	9.72E-01	1.23E-02	3.51E-01	2.83E-03	bad-chisq
group_2251	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_2238	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2236	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2225	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2224	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2223	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2222	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2221	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2220	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
rep	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
recF_1	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2219	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_2216	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2215	1.29E-02	1.25E-02	1.01E-01	5.55E-01	3.37E-01	1.32E-01	bad-chisq
group_2204	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2197	1.29E-02	3.99E-01	8.79E-01	5.09E-02	3.34E-01	1.23E-02	bad-chisq
group_2184	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2174	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_2162	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_2160	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
group_2143	1.29E-02	3.99E-01	8.97E-01	4.36E-02	3.35E-01	1.05E-02	bad-chisq
group_2139	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_2131	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_2113	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2094	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_2082	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
group_2050	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_2048	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2034	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2033	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_2023	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_2022	1.29E-02	1.25E-02	7.45E-02	6.09E-01	3.39E-01	1.44E-01	bad-chisq
group_2010	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1989	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1971	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1944	1.29E-02	3.99E-01	9.31E-01	-2.82E-02	3.27E-01	6.97E-03	bad-chisq
group_1937	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1916	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1915	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1912	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1907	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_1881	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1879	1.29E-02	3.99E-01	8.97E-01	4.36E-02	3.35E-01	1.05E-02	bad-chisq
group_1869	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1864	1.29E-02	1.25E-02	9.93E-02	6.33E-01	3.82E-01	1.33E-01	bad-chisq
group_1861	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1851	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1844	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1839	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1834	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1830	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1811	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1764	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1751	1.29E-02	4.17E-01	3.56E-01	-2.58E-01	2.79E-01	7.46E-02	bad-chisq
group_1749	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1746	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1727	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1719	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1707	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1698	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1695	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_1687	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1686	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1684	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1683	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1648	1.29E-02	1.25E-02	7.45E-02	6.09E-01	3.39E-01	1.44E-01	bad-chisq
group_1629	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1625	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1617	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1612	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1594	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1592	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1585	1.29E-02	3.99E-01	7.61E-01	1.05E-01	3.43E-01	2.47E-02	bad-chisq
group_1571	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1550	1.29E-02	3.99E-01	4.66E-01	2.49E-01	3.40E-01	5.90E-02	bad-chisq
group_1534	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1530	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1523	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1520	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
group_1492	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1491	1.29E-02	1.25E-02	5.92E-04	8.78E-01	2.50E-01	2.73E-01	bad-chisq
group_1487	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_1485	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1472	1.29E-02	3.99E-01	8.97E-01	4.36E-02	3.35E-01	1.05E-02	bad-chisq
group_1462	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1451	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1449	1.29E-02	1.25E-02	2.06E-01	5.12E-01	4.03E-01	1.02E-01	bad-chisq
group_1440	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1437	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1429	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_1423	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1406	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1364	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
ecfT_3	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_1347	1.29E-02	3.99E-01	9.31E-01	-2.82E-02	3.27E-01	6.97E-03	bad-chisq
group_1315	1.29E-02	1.25E-02	1.01E-01	5.55E-01	3.37E-01	1.32E-01	bad-chisq
group_1252	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1237	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1227	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1222	1.29E-02	3.99E-01	8.79E-01	5.09E-02	3.34E-01	1.23E-02	bad-chisq
group_1221	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1213	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1199	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1195	1.29E-02	1.25E-02	1.85E-01	4.16E-01	3.12E-01	1.07E-01	bad-chisq
group_1193	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1190	1.29E-02	3.99E-01	7.21E-01	1.23E-01	3.45E-01	2.89E-02	bad-chisq
