variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1711	5.81E-02	8.69E-01	2.80E-01	-1.72E-01	1.59E-01	8.73E-02	
group_1693	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1621	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1595	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1587	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1577	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1574	5.81E-02	8.69E-01	3.46E-02	-3.86E-01	1.81E-01	1.70E-01	
group_1558	5.81E-02	8.69E-01	2.80E-01	-1.72E-01	1.59E-01	8.73E-02	
group_1518	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1517	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1483	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1416	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
regX_2	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1369	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1368	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1348	5.81E-02	3.35E-01	1.90E-01	-2.13E-01	1.61E-01	1.06E-01	bad-chisq
group_1331	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1296	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1287	5.81E-02	3.35E-01	5.03E-03	-4.01E-01	1.41E-01	2.24E-01	bad-chisq
group_1276	5.81E-02	3.35E-01	8.71E-02	-3.42E-01	1.99E-01	1.38E-01	bad-chisq
group_1267	5.81E-02	5.26E-01	6.59E-01	6.78E-02	1.54E-01	3.57E-02	
topB~~~dnaI_2~~~dnaI_1	5.81E-02	8.69E-01	9.49E-01	-1.00E-02	1.56E-01	5.20E-03	
group_1191	5.81E-02	8.69E-01	3.94E-01	-1.69E-01	1.97E-01	6.90E-02	
group_1180	5.81E-02	8.69E-01	9.49E-01	-1.00E-02	1.56E-01	5.20E-03	
group_1090	5.81E-02	8.69E-01	9.49E-01	-1.00E-02	1.56E-01	5.20E-03	
group_1058	5.81E-02	5.26E-01	4.35E-01	1.60E-01	2.05E-01	6.31E-02	
group_927	5.81E-02	8.69E-01	3.19E-01	-1.44E-01	1.44E-01	8.06E-02	
group_896	5.81E-02	3.74E-06	3.98E-01	1.70E-01	2.00E-01	6.83E-02	bad-chisq
bcrA_2	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_782	5.81E-02	8.69E-01	7.75E-01	8.04E-02	2.80E-01	2.32E-02	
group_683	5.81E-02	8.69E-01	2.80E-01	-1.72E-01	1.59E-01	8.73E-02	
group_651	5.81E-02	5.83E-08	9.55E-02	3.25E-01	1.93E-01	1.34E-01	bad-chisq
group_574	5.81E-02	8.69E-01	5.05E-01	-1.83E-01	2.73E-01	5.39E-02	
group_535	5.81E-02	2.57E-02	5.84E-01	1.30E-01	2.37E-01	4.43E-02	bad-chisq
group_477	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_415	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_410	5.81E-02	8.69E-01	2.80E-01	-1.72E-01	1.59E-01	8.73E-02	
group_356	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_336	5.81E-02	3.35E-01	2.53E-01	-3.22E-01	2.80E-01	9.24E-02	bad-chisq
group_265	5.81E-02	2.57E-02	5.84E-01	1.30E-01	2.37E-01	4.43E-02	bad-chisq
sasA_3	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_251	5.81E-02	8.69E-01	2.80E-01	-1.72E-01	1.59E-01	8.73E-02	
group_241	5.81E-02	5.83E-08	9.55E-02	3.25E-01	1.93E-01	1.34E-01	bad-chisq
group_185	5.81E-02	8.69E-01	5.05E-01	-1.83E-01	2.73E-01	5.39E-02	
group_179	5.81E-02	5.26E-01	3.96E-01	1.79E-01	2.10E-01	6.86E-02	
group_169	5.81E-02	8.69E-01	5.05E-01	-1.83E-01	2.73E-01	5.39E-02	
group_132	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_88	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_35	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_14	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_2164	5.16E-02	3.46E-07	2.12E-01	2.66E-01	2.12E-01	1.01E-01	bad-chisq
group_2123	5.16E-02	8.53E-02	6.48E-01	1.02E-01	2.24E-01	3.69E-02	bad-chisq
group_2037	5.16E-02	8.53E-02	6.43E-01	1.02E-01	2.20E-01	3.75E-02	bad-chisq
group_1974	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1962	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1871	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1866	5.16E-02	9.74E-01	5.86E-01	1.30E-01	2.38E-01	4.41E-02	
group_1836	5.16E-02	8.53E-02	6.48E-01	1.02E-01	2.24E-01	3.69E-02	bad-chisq
group_1824	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1784	5.16E-02	8.53E-02	6.43E-01	1.02E-01	2.20E-01	3.75E-02	bad-chisq
group_1783	5.16E-02	3.46E-07	3.09E-01	2.72E-01	2.67E-01	8.22E-02	bad-chisq
group_1753	5.16E-02	3.46E-07	2.12E-01	2.66E-01	2.12E-01	1.01E-01	bad-chisq
group_1660	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1658	5.16E-02	4.17E-01	2.94E-02	-3.38E-01	1.54E-01	1.75E-01	bad-chisq
group_1656	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1653	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1588	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
clbS_2	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1460	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1324	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1302	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1234	5.16E-02	9.74E-01	8.86E-01	-3.16E-02	2.20E-01	1.16E-02	
group_1217	5.16E-02	9.74E-01	8.86E-01	-3.16E-02	2.20E-01	1.16E-02	
group_1216	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1184	5.16E-02	9.74E-01	8.86E-01	-3.16E-02	2.20E-01	1.16E-02	
group_1179	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1144	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1138	5.16E-02	4.17E-01	2.97E-02	-3.36E-01	1.53E-01	1.75E-01	bad-chisq
group_1083	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_1038	5.16E-02	9.79E-02	2.42E-02	-4.98E-01	2.19E-01	1.81E-01	bad-chisq
QRSL1	5.16E-02	1.03E-02	3.11E-01	2.18E-01	2.15E-01	8.18E-02	bad-chisq
group_978	5.16E-02	3.46E-07	2.12E-01	2.66E-01	2.12E-01	1.01E-01	bad-chisq
group_965	5.16E-02	1.03E-02	2.81E-01	2.85E-01	2.64E-01	8.72E-02	bad-chisq
group_937	5.16E-02	8.53E-02	6.48E-01	1.02E-01	2.24E-01	3.69E-02	bad-chisq
group_915	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_893	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_845	5.16E-02	8.53E-02	4.91E-01	1.42E-01	2.06E-01	5.57E-02	bad-chisq
group_841	5.16E-02	4.17E-01	2.94E-02	-3.38E-01	1.54E-01	1.75E-01	bad-chisq
group_771	5.16E-02	3.46E-07	2.12E-01	2.66E-01	2.12E-01	1.01E-01	bad-chisq
group_662	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
group_612	5.16E-02	8.53E-02	6.48E-01	1.02E-01	2.24E-01	3.69E-02	bad-chisq
group_2180	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_2031	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1846	4.52E-02	7.99E-01	1.84E-01	-2.69E-01	2.01E-01	1.07E-01	bad-chisq
group_1757	4.52E-02	5.20E-01	6.06E-02	-3.05E-01	1.61E-01	1.51E-01	bad-chisq
group_1710	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1705	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1609	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1605	4.52E-02	1.23E-01	6.80E-03	-5.98E-01	2.18E-01	2.17E-01	bad-chisq
group_1516	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1338	4.52E-02	7.99E-01	3.74E-01	1.85E-01	2.07E-01	7.19E-02	bad-chisq
group_1301	4.52E-02	2.48E-01	3.87E-01	1.70E-01	1.96E-01	7.00E-02	bad-chisq
group_1288	4.52E-02	2.48E-01	3.87E-01	1.70E-01	1.96E-01	7.00E-02	bad-chisq
group_1266	4.52E-02	2.48E-01	6.77E-01	9.46E-02	2.27E-01	3.37E-02	bad-chisq
group_1224	4.52E-02	2.48E-01	3.87E-01	1.70E-01	1.96E-01	7.00E-02	bad-chisq
group_1200	4.52E-02	2.48E-01	3.87E-01	1.70E-01	1.96E-01	7.00E-02	bad-chisq
group_1121	4.52E-02	1.23E-01	6.80E-03	-5.98E-01	2.18E-01	2.17E-01	bad-chisq
group_1065	4.52E-02	4.00E-02	3.62E-01	2.28E-01	2.50E-01	7.38E-02	bad-chisq
group_891	4.52E-02	7.99E-01	1.84E-01	-2.69E-01	2.01E-01	1.07E-01	bad-chisq
group_863	4.52E-02	5.20E-01	6.06E-02	-3.05E-01	1.61E-01	1.51E-01	bad-chisq
group_843	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_834	4.52E-02	1.23E-01	6.80E-03	-5.98E-01	2.18E-01	2.17E-01	bad-chisq
group_816	4.52E-02	2.48E-01	8.69E-01	4.25E-02	2.57E-01	1.34E-02	bad-chisq
group_796	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_386	4.52E-02	1.23E-01	6.80E-03	-5.98E-01	2.18E-01	2.17E-01	bad-chisq
group_68	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_2149	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
group_2130	3.87E-02	1.39E-01	6.51E-01	1.24E-01	2.74E-01	3.66E-02	bad-chisq
group_2125	3.87E-02	6.48E-01	6.92E-01	8.96E-02	2.26E-01	3.20E-02	bad-chisq
group_2065	3.87E-02	1.44E-02	5.68E-01	1.15E-01	2.01E-01	4.62E-02	bad-chisq
group_2063	3.87E-02	1.39E-01	8.08E-01	4.93E-02	2.03E-01	1.96E-02	bad-chisq
group_2036	3.87E-02	1.39E-01	6.51E-01	1.24E-01	2.74E-01	3.66E-02	bad-chisq
group_2030	3.87E-02	6.48E-01	3.86E-01	-1.38E-01	1.58E-01	7.00E-02	bad-chisq
group_1960	3.87E-02	6.48E-01	6.26E-01	-1.76E-01	3.61E-01	3.94E-02	bad-chisq
group_1874	3.87E-02	1.39E-01	5.37E-02	3.95E-01	2.03E-01	1.55E-01	bad-chisq
group_1860	3.87E-02	6.09E-01	7.24E-01	-8.40E-02	2.37E-01	2.86E-02	bad-chisq
group_1828	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_1733	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_1678	3.87E-02	6.48E-01	2.95E-01	-2.04E-01	1.94E-01	8.47E-02	bad-chisq
group_1551	3.87E-02	6.48E-01	6.92E-01	8.96E-02	2.26E-01	3.20E-02	bad-chisq
group_1544	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_1493	3.87E-02	1.39E-01	5.37E-02	3.95E-01	2.03E-01	1.55E-01	bad-chisq
group_1412	3.87E-02	6.48E-01	1.29E-01	-3.37E-01	2.21E-01	1.22E-01	bad-chisq
group_1408	3.87E-02	1.39E-01	8.08E-01	4.93E-02	2.03E-01	1.96E-02	bad-chisq
group_1400	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
group_1384	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_1378	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
group_1322	3.87E-02	6.48E-01	5.50E-01	-1.05E-01	1.75E-01	4.84E-02	bad-chisq
group_1321	3.87E-02	6.48E-01	5.50E-01	-1.05E-01	1.75E-01	4.84E-02	bad-chisq
group_1208	3.87E-02	6.09E-01	8.70E-01	-3.08E-02	1.88E-01	1.32E-02	bad-chisq
group_1158	3.87E-02	1.39E-01	5.37E-02	3.95E-01	2.03E-01	1.55E-01	bad-chisq
group_1119	3.87E-02	6.09E-01	6.72E-01	-9.75E-02	2.30E-01	3.43E-02	bad-chisq
group_1111	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_1078	3.87E-02	6.48E-01	5.50E-01	-1.05E-01	1.75E-01	4.84E-02	bad-chisq
group_1066	3.87E-02	6.48E-01	3.66E-01	-2.52E-01	2.79E-01	7.30E-02	bad-chisq
group_975	3.87E-02	1.39E-01	7.79E-01	6.94E-02	2.47E-01	2.28E-02	bad-chisq
group_919	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_862	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_797	3.87E-02	6.48E-01	1.29E-01	-3.37E-01	2.21E-01	1.22E-01	bad-chisq
group_790	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_788	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
group_711	3.87E-02	1.44E-02	2.62E-01	3.06E-01	2.73E-01	9.06E-02	bad-chisq
dhaK_1	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
dhaK_2	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
group_654	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_648	3.87E-02	6.48E-01	5.50E-01	-1.05E-01	1.75E-01	4.84E-02	bad-chisq
group_616	3.87E-02	6.09E-01	3.77E-01	-1.89E-01	2.13E-01	7.15E-02	bad-chisq
group_376	3.87E-02	1.55E-01	6.30E-02	-4.69E-01	2.51E-01	1.50E-01	bad-chisq
dhaM	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
mepA	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
dhaL	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
dhaS	3.87E-02	1.39E-01	7.32E-01	8.43E-02	2.46E-01	2.77E-02	bad-chisq
btuD_2	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_70	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_2214	3.23E-02	6.08E-02	5.68E-01	1.38E-01	2.41E-01	4.62E-02	bad-chisq
lcnD_2~~~lcnD_1~~~lcnD	3.23E-02	6.08E-02	5.68E-01	1.38E-01	2.41E-01	4.62E-02	bad-chisq
cyaB_2	3.23E-02	6.08E-02	5.68E-01	1.38E-01	2.41E-01	4.62E-02	bad-chisq
group_2213	3.23E-02	6.08E-02	5.68E-01	1.38E-01	2.41E-01	4.62E-02	bad-chisq
group_2212	3.23E-02	6.08E-02	5.68E-01	1.38E-01	2.41E-01	4.62E-02	bad-chisq
group_2196	3.23E-02	6.08E-02	2.81E-01	2.84E-01	2.62E-01	8.72E-02	bad-chisq
scnA_2	3.23E-02	6.65E-05	6.10E-01	1.10E-01	2.15E-01	4.13E-02	bad-chisq
group_2099	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_2077	3.23E-02	4.13E-01	7.70E-02	4.17E-01	2.34E-01	1.42E-01	bad-chisq
group_2059	3.23E-02	4.13E-01	7.70E-02	4.17E-01	2.34E-01	1.42E-01	bad-chisq
group_2042	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1981	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_1980	3.23E-02	6.08E-02	5.68E-01	1.38E-01	2.41E-01	4.62E-02	bad-chisq
group_1958	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_1934	3.23E-02	4.13E-01	7.70E-02	4.17E-01	2.34E-01	1.42E-01	bad-chisq
group_1854	3.23E-02	4.13E-01	7.80E-01	-8.90E-02	3.18E-01	2.26E-02	bad-chisq
group_1800	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1619	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1604	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1545	3.23E-02	8.11E-01	5.54E-01	1.39E-01	2.35E-01	4.79E-02	bad-chisq
satA	3.23E-02	4.13E-01	4.16E-01	-1.72E-01	2.11E-01	6.58E-02	bad-chisq
group_1504	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1450	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1374	3.23E-02	4.13E-01	4.76E-01	-1.52E-01	2.13E-01	5.77E-02	bad-chisq
group_1341	3.23E-02	4.13E-01	8.51E-01	3.94E-02	2.09E-01	1.52E-02	bad-chisq
group_1316	3.23E-02	8.11E-01	7.60E-01	-5.69E-02	1.86E-01	2.48E-02	bad-chisq
group_1314	3.23E-02	8.11E-01	7.60E-01	-5.69E-02	1.86E-01	2.48E-02	bad-chisq
group_1281	3.23E-02	8.11E-01	2.86E-01	-2.40E-01	2.24E-01	8.62E-02	bad-chisq
group_1271	3.23E-02	1.95E-01	2.27E-01	-3.39E-01	2.80E-01	9.76E-02	bad-chisq
group_1245	3.23E-02	4.13E-01	9.87E-01	-3.82E-03	2.39E-01	1.29E-03	bad-chisq
group_1241	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
group_1235	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
group_1229	3.23E-02	4.13E-01	7.46E-01	7.66E-02	2.36E-01	2.63E-02	bad-chisq
group_1218	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
repB_1~~~repB	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
group_1155	3.23E-02	8.11E-01	4.35E-01	1.66E-01	2.12E-01	6.31E-02	bad-chisq
group_1107	3.23E-02	4.13E-01	4.16E-01	-1.72E-01	2.11E-01	6.58E-02	bad-chisq
group_1106	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
group_1030	3.23E-02	1.95E-01	2.31E-02	-4.49E-01	1.96E-01	1.82E-01	bad-chisq
group_1022	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_967	3.23E-02	8.11E-01	5.29E-01	-1.63E-01	2.58E-01	5.10E-02	bad-chisq
group_925	3.23E-02	4.13E-01	7.80E-01	-8.90E-02	3.18E-01	2.26E-02	bad-chisq
group_842	3.23E-02	6.08E-02	5.43E-01	1.41E-01	2.31E-01	4.92E-02	bad-chisq
xerC~~~xerC_1	3.23E-02	8.11E-01	7.68E-01	-7.63E-02	2.59E-01	2.39E-02	bad-chisq
group_703	3.23E-02	6.08E-02	8.64E-03	5.38E-01	2.02E-01	2.10E-01	bad-chisq
group_544	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_524	3.23E-02	4.13E-01	7.70E-02	4.17E-01	2.34E-01	1.42E-01	bad-chisq
group_485	3.23E-02	3.37E-03	1.40E-01	4.11E-01	2.77E-01	1.19E-01	bad-chisq
speC	3.23E-02	4.13E-01	4.76E-01	-1.52E-01	2.13E-01	5.77E-02	bad-chisq
group_449	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_118	3.23E-02	4.13E-01	7.80E-01	-8.90E-02	3.18E-01	2.26E-02	bad-chisq
group_82	3.23E-02	6.08E-02	8.64E-03	5.38E-01	2.02E-01	2.10E-01	bad-chisq
group_80	3.23E-02	4.13E-01	9.51E-01	1.75E-02	2.87E-01	4.94E-03	bad-chisq
group_75	3.23E-02	6.08E-02	2.81E-01	2.84E-01	2.62E-01	8.72E-02	bad-chisq
group_58	3.23E-02	1.95E-01	5.18E-04	-7.56E-01	2.13E-01	2.76E-01	bad-chisq
group_2209	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
group_2192	2.58E-02	9.82E-01	2.47E-01	-3.68E-01	3.17E-01	9.35E-02	bad-chisq
group_2189	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_2181	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_2175	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_2161	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_2145	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
group_2136	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_2133	2.58E-02	1.74E-02	1.76E-01	3.23E-01	2.38E-01	1.09E-01	bad-chisq
group_2108	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_2086	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_2079	2.58E-02	2.30E-01	7.87E-01	8.51E-02	3.15E-01	2.19E-02	bad-chisq
group_2060	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_2049	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_2020	2.58E-02	3.77E-04	6.02E-05	7.85E-01	1.90E-01	3.16E-01	bad-chisq
group_1998	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_1936	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1906	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_1904	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1840	2.58E-02	9.82E-01	8.88E-01	-3.30E-02	2.33E-01	1.14E-02	bad-chisq
group_1826	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
group_1803	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
group_1785	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1771	2.58E-02	2.30E-01	7.87E-01	8.51E-02	3.15E-01	2.19E-02	bad-chisq
group_1761	2.58E-02	9.82E-01	8.88E-01	-3.30E-02	2.33E-01	1.14E-02	bad-chisq
group_1755	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1745	2.58E-02	2.48E-01	2.69E-01	-3.89E-01	3.50E-01	8.93E-02	bad-chisq
group_1720	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1689	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
group_1668	2.58E-02	2.48E-01	2.59E-02	-4.18E-01	1.86E-01	1.79E-01	bad-chisq
group_1627	2.58E-02	9.82E-01	5.64E-01	-1.57E-01	2.71E-01	4.67E-02	bad-chisq
group_1623	2.58E-02	9.82E-01	6.09E-01	1.33E-01	2.59E-01	4.14E-02	bad-chisq
group_1547	2.58E-02	1.74E-02	2.38E-01	2.93E-01	2.47E-01	9.54E-02	bad-chisq
clbS_1	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1535	2.58E-02	9.82E-01	5.27E-01	-1.62E-01	2.56E-01	5.12E-02	bad-chisq
group_1527	2.58E-02	2.30E-01	7.87E-01	8.51E-02	3.15E-01	2.19E-02	bad-chisq
group_1497	2.58E-02	2.48E-01	5.25E-02	-4.17E-01	2.13E-01	1.56E-01	bad-chisq
group_1495	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1479	2.58E-02	1.74E-02	1.76E-01	3.23E-01	2.38E-01	1.09E-01	bad-chisq
