variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_1920-group_1139-group_1940	5.74E-01	1.29E-06	7.00E-02	-2.09E-01	1.14E-01	1.46E-01	
group_872-group_1140-group_833	2.65E-01	2.83E-03	5.29E-01	-5.24E-02	8.31E-02	5.10E-02	
group_872-group_1140-group_954	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_874-cadC-group_999	9.87E-01	3.99E-01	9.12E-01	-3.67E-02	3.33E-01	8.93E-03	bad-chisq
group_910-group_1149-group_1281	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_910-group_1149-group_1338	1.29E-02	4.17E-01	5.72E-01	-1.79E-01	3.16E-01	4.58E-02	bad-chisq
group_1705-group_1149-group_955	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_945-group_1154-group_1572	1.23E-01	4.45E-01	2.35E-02	-4.15E-01	1.81E-01	1.82E-01	
group_1572-group_1154-group_1753	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1572-group_1154-group_1240	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_896-group_1153-group_1206	1.29E-02	3.99E-01	7.68E-01	9.86E-02	3.34E-01	2.38E-02	bad-chisq
group_896-group_1153-group_1305	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_951-group_1153-group_1206	5.35E-01	2.15E-05	2.22E-01	-1.05E-01	8.60E-02	9.87E-02	
group_1206-group_1153-group_1283	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1755-group_1155-group_955	1.29E-02	3.99E-01	7.74E-02	4.68E-01	2.63E-01	1.42E-01	bad-chisq
group_955-group_1155-group_869	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
msrB_1~~~msrB_2-group_1156-group_977	9.74E-01	9.82E-01	1.68E-01	-3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_977-group_1156-group_900	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1181-ennX_1~~~emm5~~~ennX_2~~~ennX-arp4	2.65E-01	3.27E-03	7.10E-01	-6.19E-02	1.66E-01	3.01E-02	
group_1181-ennX_1~~~emm5~~~ennX_2~~~ennX-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3	5.16E-02	1.03E-02	3.25E-01	2.11E-01	2.14E-01	7.96E-02	bad-chisq
group_1048-group_1157-group_174	2.65E-01	8.63E-02	6.23E-01	-3.51E-02	7.12E-02	3.98E-02	
vraD-msbA_2~~~btuD_1-salA	7.29E-01	8.81E-07	3.94E-01	-1.32E-01	1.54E-01	6.90E-02	
salA-msbA_2~~~btuD_1-group_500	2.52E-01	7.07E-06	5.08E-01	9.62E-02	1.45E-01	5.35E-02	
group_982-group_1159-group_673	6.71E-01	8.37E-09	1.32E-02	-2.56E-01	1.02E-01	1.99E-01	
group_982-group_1159-group_1208	3.87E-02	6.09E-01	8.70E-01	-3.08E-02	1.88E-01	1.32E-02	bad-chisq
group_2091-group_1160-group_982	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_982-group_1160-group_1130	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_671-group_1160-group_1130	6.71E-01	7.34E-04	8.05E-01	-2.29E-02	9.29E-02	2.00E-02	
group_984-group_1161-group_994	1.94E-02	8.66E-02	3.82E-01	2.80E-01	3.19E-01	7.07E-02	bad-chisq
group_664-group_1161-rlmH_2~~~rlmH_1~~~rlmH	8.39E-02	1.02E-02	6.58E-01	-6.88E-02	1.55E-01	3.58E-02	
rlmH_2~~~rlmH_1~~~rlmH-group_1161-group_1097	6.71E-01	8.17E-08	3.58E-01	-1.91E-01	2.07E-01	7.44E-02	
group_1755-group_1164-ssb_2~~~ssb_3~~~ssb_1	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
ssb_2~~~ssb_3~~~ssb_1-group_1164-group_869	1.74E-01	2.80E-04	3.53E-01	-1.36E-01	1.46E-01	7.51E-02	
group_1018-group_1165-group_1040	2.65E-01	3.27E-03	4.62E-01	-1.01E-01	1.37E-01	5.95E-02	
group_1018-group_1165-group_536	4.52E-01	7.21E-03	1.15E-01	1.29E-01	8.12E-02	1.27E-01	
group_1021-group_1166-group_1892	6.00E-01	1.88E-04	3.33E-01	-9.97E-02	1.03E-01	7.83E-02	
group_1021-group_1166-group_629	1.03E-01	5.08E-01	5.93E-01	-8.21E-02	1.53E-01	4.33E-02	
group_52-group_1168-group_1029	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1029-group_1168-group_1230	5.81E-01	1.40E-04	9.99E-01	7.49E-05	1.19E-01	5.08E-05	
group_1032-group_1169-group_1639	9.03E-02	3.51E-01	6.05E-01	5.44E-02	1.05E-01	4.18E-02	
group_1032-group_1169-group_1202	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_961-group_1173-group_1061	4.52E-02	1.23E-01	9.52E-04	-5.12E-01	1.52E-01	2.63E-01	bad-chisq
group_1061-group_1173-group_479	2.19E-01	1.32E-01	5.30E-01	-5.08E-02	8.07E-02	5.08E-02	
slo-group_1175-group_1211	4.52E-02	3.15E-03	9.92E-02	4.08E-01	2.46E-01	1.33E-01	bad-chisq
group_1053-group_1175-group_972	1.29E-02	4.17E-01	2.79E-01	-3.15E-01	2.90E-01	8.75E-02	bad-chisq
group_1053-group_1175-group_1211	1.81E-01	7.87E-05	5.73E-01	8.00E-02	1.42E-01	4.56E-02	
group_1083-group_1179-group_1216	3.87E-02	1.55E-01	5.69E-03	-6.18E-01	2.20E-01	2.21E-01	bad-chisq
group_1094-group_1181-ennX_1~~~emm5~~~ennX_2~~~ennX	3.23E-01	9.98E-05	9.59E-01	1.14E-02	2.22E-01	4.14E-03	
group_1094-group_1181-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3	6.58E-01	3.92E-04	7.07E-01	5.63E-02	1.50E-01	3.04E-02	
group_1476-group_1182-menF	3.87E-02	6.48E-01	3.87E-01	-2.40E-01	2.77E-01	7.00E-02	bad-chisq
menF-group_1182-group_207	3.87E-02	1.55E-01	3.46E-01	-1.37E-01	1.45E-01	7.63E-02	bad-chisq
menF-group_1182-group_505	3.23E-01	1.24E-02	9.70E-01	2.79E-03	7.44E-02	3.04E-03	
group_1125-group_1186-group_1289	5.61E-01	5.29E-07	5.72E-03	-2.38E-01	8.49E-02	2.21E-01	
group_936-group_1189-group_1115	1.29E-02	3.99E-01	9.67E-01	-1.43E-02	3.45E-01	3.35E-03	bad-chisq
group_1115-group_1189-group_1568	1.94E-01	3.03E-04	4.98E-01	1.11E-01	1.63E-01	5.49E-02	
group_2088-group_1191-group_430	1.29E-02	3.99E-01	8.79E-01	5.09E-02	3.34E-01	1.23E-02	bad-chisq
group_1344-group_1191-group_1350	1.94E-02	3.19E-01	1.39E-01	-4.14E-01	2.78E-01	1.20E-01	bad-chisq
group_1119-arp4-ennX_1~~~emm5~~~ennX_2~~~ennX	3.87E-02	6.09E-01	6.72E-01	-9.75E-02	2.30E-01	3.43E-02	bad-chisq
ennX_1~~~emm5~~~ennX_2~~~ennX-arp4-ennX_2~~~ennX~~~arp4~~~ennX_1	2.19E-01	2.64E-03	8.93E-01	2.08E-02	1.54E-01	1.09E-02	
group_1122-group_1192-group_72	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_1122-group_1192-group_71	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_72-group_1192-group_1637	1.87E-01	6.64E-04	2.27E-02	-1.98E-01	8.60E-02	1.83E-01	bad-chisq
group_72-group_1192-group_1297	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1127-IntTn-group_728	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1127-IntTn-btuD_2	1.94E-02	3.19E-01	2.45E-02	-6.18E-01	2.72E-01	1.81E-01	bad-chisq
group_2182-group_1196-group_1273	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1273-group_1196-group_1300	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1273-group_1196-group_1348	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1139-group_1940-group_1757	1.94E-02	3.19E-01	1.35E-02	-5.52E-01	2.21E-01	1.98E-01	bad-chisq
group_1139-group_1940-group_407	6.26E-01	1.05E-07	1.56E-01	-1.65E-01	1.16E-01	1.15E-01	
group_1150-group_1201-group_312	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_1150-group_1201-group_1228	3.87E-02	1.55E-01	9.66E-03	-5.03E-01	1.92E-01	2.07E-01	bad-chisq
group_617-group_1202-group_1169	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1621-group_1202-group_1284	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1639-group_1202-group_1284	5.94E-01	1.82E-06	5.00E-01	-2.20E-01	3.25E-01	5.45E-02	
group_1271-group_1202-group_1284	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1008-group_1207-group_1151	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1151-group_1207-group_1990	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1029-group_1205-group_1152	3.23E-02	8.11E-01	8.90E-02	-3.68E-01	2.15E-01	1.37E-01	bad-chisq
group_1152-group_1205-group_904	6.32E-01	4.74E-04	9.35E-01	7.70E-03	9.41E-02	6.62E-03	
group_1153-group_1206-group_1238	4.77E-01	5.66E-06	4.28E-02	-1.59E-01	7.81E-02	1.63E-01	
group_1153-group_1206-group_1285	3.87E-02	1.39E-01	2.81E-01	1.92E-01	1.77E-01	8.71E-02	bad-chisq
group_1061-group_1206-group_1238	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_956-group_1206-group_1238	7.10E-02	3.43E-01	3.64E-01	1.14E-01	1.26E-01	7.34E-02	
group_1159-group_1208-group_1291	3.23E-02	8.11E-01	8.90E-02	-3.68E-01	2.15E-01	1.37E-01	bad-chisq
group_1170-group_1209-group_2030	3.87E-02	6.48E-01	3.86E-01	-1.38E-01	1.58E-01	7.00E-02	bad-chisq
group_1170-group_1209-group_52	5.16E-02	9.74E-01	5.65E-01	7.87E-02	1.37E-01	4.66E-02	
group_1170-group_1209-group_1230	4.52E-02	5.20E-01	6.41E-01	-7.63E-02	1.63E-01	3.77E-02	bad-chisq
group_1171-group_1210-group_1136	1.03E-01	7.16E-07	2.63E-01	2.27E-01	2.02E-01	9.05E-02	
group_446-group_1210-group_1136	9.03E-02	7.78E-01	7.60E-01	-6.38E-02	2.09E-01	2.47E-02	
group_1175-group_1211-group_969	2.58E-02	1.74E-02	1.92E-01	3.54E-01	2.70E-01	1.05E-01	bad-chisq
group_1175-group_1211-group_109	2.58E-02	1.74E-02	2.87E-01	2.52E-01	2.36E-01	8.60E-02	bad-chisq
group_1175-group_1211-group_1866	3.23E-02	8.11E-01	6.18E-01	1.14E-01	2.27E-01	4.03E-02	bad-chisq
group_1175-group_1211-group_1881	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1175-group_1211-group_966	6.45E-02	9.64E-09	4.64E-02	5.66E-01	2.82E-01	1.60E-01	bad-chisq
group_1175-group_1211-group_967	2.58E-02	9.82E-01	6.23E-01	-1.38E-01	2.79E-01	3.98E-02	bad-chisq
group_1175-group_1211-group_972	1.29E-02	4.17E-01	1.81E-01	-4.59E-01	3.42E-01	1.08E-01	bad-chisq
group_1964-group_1211-group_109	7.29E-01	6.91E-06	3.08E-01	-1.96E-01	1.91E-01	8.25E-02	
ecfT_2~~~ecfT_1-group_1215-group_2206	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1179-group_1216-group_1974	4.52E-02	5.20E-01	3.54E-01	-1.79E-01	1.92E-01	7.50E-02	bad-chisq
group_1180-topB~~~dnaI_2~~~dnaI_1-group_1962	5.16E-02	4.17E-01	3.39E-01	-1.61E-01	1.68E-01	7.73E-02	bad-chisq
arp4-ennX_2~~~ennX~~~arp4~~~ennX_1-scpA	1.74E-01	8.08E-03	2.29E-01	-1.62E-01	1.34E-01	9.72E-02	
scpA-ennX_2~~~ennX~~~arp4~~~ennX_1-group_1119	1.94E-02	7.20E-01	8.29E-01	5.47E-02	2.53E-01	1.75E-02	bad-chisq
scpA-ennX_2~~~ennX~~~arp4~~~ennX_1-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3	3.87E-02	6.36E-04	1.92E-02	4.89E-01	2.07E-01	1.88E-01	bad-chisq
group_1200-group_1224-group_1828	3.87E-02	6.09E-01	5.59E-01	-1.35E-01	2.30E-01	4.73E-02	bad-chisq
group_1121-group_1228-group_1201	3.23E-02	1.95E-01	1.11E-01	-4.57E-01	2.85E-01	1.29E-01	bad-chisq
group_1201-group_1228-group_1339	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_894-group_1228-group_869	5.81E-02	8.69E-01	9.83E-01	-5.59E-03	2.66E-01	1.70E-03	
group_894-group_1228-group_1323	1.29E-02	4.17E-01	3.44E-01	-2.70E-01	2.85E-01	7.66E-02	bad-chisq
group_73-group_1229-group_1234	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1209-group_1230-group_1240	4.52E-02	5.20E-01	6.41E-01	-7.63E-02	1.63E-01	3.77E-02	bad-chisq
group_1168-group_1230-group_1240	5.74E-01	2.09E-04	7.66E-01	3.63E-02	1.22E-01	2.40E-02	
group_911-group_1974-group_1216	1.29E-02	3.99E-01	1.09E-01	4.62E-01	2.87E-01	1.29E-01	bad-chisq
group_1216-group_1974-group_919	3.87E-02	1.55E-01	2.38E-02	-4.50E-01	1.97E-01	1.82E-01	bad-chisq
group_16-group_1234-group_1217	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1217-group_1234-group_1229	3.23E-02	4.13E-01	7.46E-01	7.66E-02	2.36E-01	2.63E-02	bad-chisq
group_1206-group_1238-group_1268	1.29E-02	1.25E-02	1.87E-01	4.25E-01	3.21E-01	1.06E-01	bad-chisq
group_1206-group_1238-group_1290	4.06E-01	3.85E-02	5.01E-01	5.09E-02	7.54E-02	5.45E-02	
group_1061-group_1238-group_1290	1.29E-02	4.17E-01	7.08E-01	-9.22E-02	2.46E-01	3.03E-02	bad-chisq
group_1154-group_1240-group_1230	2.58E-02	9.82E-01	1.68E-01	3.61E-01	2.60E-01	1.11E-01	bad-chisq
group_1230-group_1240-group_944	5.94E-01	1.12E-05	1.91E-01	-1.51E-01	1.15E-01	1.06E-01	
group_1585-group_1241-group_1235	1.29E-02	3.99E-01	7.61E-01	1.05E-01	3.43E-01	2.47E-02	bad-chisq
group_1235-group_1241-group_1622	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1236-group_1243-group_1245	3.23E-02	4.13E-01	9.87E-01	-3.82E-03	2.39E-01	1.29E-03	bad-chisq
group_1236-group_1243-group_1292	5.35E-01	7.80E-08	1.97E-03	-2.76E-01	8.77E-02	2.47E-01	
group_1911-group_1248-group_1246	5.81E-02	8.69E-01	8.33E-01	2.71E-02	1.29E-01	1.70E-02	
group_1246-group_1248-group_811	2.77E-01	2.89E-01	7.58E-01	2.29E-02	7.43E-02	2.49E-02	
group_8-group_1247-group_1290	1.74E-01	2.41E-01	7.99E-02	1.43E-01	8.11E-02	1.41E-01	
group_8-group_1247-group_1292	1.94E-02	8.66E-02	7.21E-01	9.41E-02	2.63E-01	2.90E-02	bad-chisq
group_1290-group_1247-group_1292	3.81E-01	3.56E-02	9.72E-01	2.72E-03	7.64E-02	2.88E-03	
group_479-group_1250-group_1256	1.94E-02	7.20E-01	6.22E-01	1.16E-01	2.34E-01	3.99E-02	bad-chisq
group_896-group_1250-group_1256	5.16E-02	3.46E-07	2.41E-01	2.58E-01	2.19E-01	9.48E-02	bad-chisq
group_1256-group_1250-group_1283	6.19E-01	1.43E-06	4.65E-01	-9.26E-02	1.26E-01	5.91E-02	
group_1945-group_1254-group_1303	1.94E-02	3.19E-01	1.04E-02	-7.23E-01	2.79E-01	2.05E-01	bad-chisq
group_1586-group_1254-group_954	1.94E-02	7.20E-01	5.45E-01	-1.56E-01	2.58E-01	4.90E-02	bad-chisq
group_1586-group_1254-group_1304	5.16E-02	9.74E-01	5.65E-01	7.87E-02	1.37E-01	4.66E-02	
group_1882-group_1254-group_62	5.29E-01	1.32E-07	7.90E-03	-2.60E-01	9.68E-02	2.13E-01	
group_1250-group_1256-group_466	5.55E-01	1.52E-04	2.72E-01	1.23E-01	1.11E-01	8.88E-02	
group_1250-group_1256-group_1265	1.29E-01	4.53E-03	5.60E-01	-8.12E-02	1.39E-01	4.71E-02	
group_72-group_1263-group_1342	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_897-group_1263-group_923	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_897-group_1263-group_1304	4.52E-02	7.99E-01	3.96E-01	1.21E-01	1.42E-01	6.87E-02	bad-chisq
group_897-group_1263-group_1342	2.19E-01	1.61E-02	3.25E-01	-8.43E-02	8.54E-02	7.96E-02	
group_496-group_1257-group_2191	1.94E-01	2.67E-03	1.35E-01	-1.32E-01	8.77E-02	1.21E-01	bad-chisq
group_496-group_1257-group_1265	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_185-group_1258-group_1284	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_1024-group_1258-group_1284	1.29E-02	3.99E-01	7.50E-01	1.03E-01	3.24E-01	2.58E-02	bad-chisq
group_1960-group_1258-group_1284	3.87E-02	6.48E-01	6.26E-01	-1.76E-01	3.61E-01	3.94E-02	bad-chisq
group_1394-group_1259-group_2205	1.29E-02	1.25E-02	1.87E-01	4.25E-01	3.21E-01	1.06E-01	bad-chisq
group_1533-group_1259-group_56	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_57-group_1259-group_308	7.10E-02	3.43E-01	1.40E-01	-3.85E-01	2.60E-01	1.19E-01	
group_308-group_1259-group_1265	1.29E-02	3.99E-01	4.73E-01	2.05E-01	2.85E-01	5.80E-02	bad-chisq
group_309-group_1260-group_1269	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_451-group_1261-group_1284	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1024-group_1262-sel26_3~~~sel26~~~sel26_1	8.39E-02	5.81E-02	5.28E-01	2.03E-01	3.21E-01	5.10E-02	
group_616-group_1264-group_1016	1.29E-02	4.17E-01	2.67E-02	-7.50E-01	3.35E-01	1.78E-01	bad-chisq
group_2046-group_1264-group_1270	3.94E-01	7.86E-03	4.64E-01	-5.94E-02	8.09E-02	5.92E-02	
group_460-group_1264-group_1270	7.10E-02	6.12E-01	5.05E-01	-1.31E-01	1.96E-01	5.39E-02	
group_1256-group_1265-group_466	8.39E-02	9.00E-01	6.10E-01	-9.50E-02	1.86E-01	4.13E-02	
group_1256-group_1265-group_1282	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_1257-group_1265-group_57	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_703-group_1266-group_57	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_2196-group_1266-group_1875	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_887-group_1267-group_1200	1.94E-02	2.15E-03	7.22E-04	7.68E-01	2.23E-01	2.69E-01	bad-chisq
group_1188-group_1268-group_1285	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1143-group_1268-group_887	7.10E-02	4.99E-02	8.82E-03	-4.64E-01	1.75E-01	2.10E-01	bad-chisq
group_1143-group_1268-group_1238	1.94E-02	8.66E-02	6.45E-01	1.28E-01	2.78E-01	3.73E-02	bad-chisq
group_1143-group_1268-group_1333	5.29E-01	1.57E-04	4.50E-01	8.34E-02	1.10E-01	6.12E-02	
group_939-group_1269-group_1260	7.10E-02	9.40E-02	3.09E-01	2.09E-01	2.05E-01	8.22E-02	
group_1586-group_1269-group_940	7.10E-02	8.25E-01	8.21E-01	2.75E-02	1.22E-01	1.83E-02	
group_1264-group_1270-group_2154	3.55E-01	3.49E-03	5.82E-01	-4.68E-02	8.48E-02	4.46E-02	
group_1264-group_1270-group_775	9.68E-02	2.89E-01	4.13E-02	-3.23E-01	1.57E-01	1.64E-01	
group_1264-group_1270-group_1275	1.29E-02	1.25E-02	8.11E-03	7.63E-01	2.84E-01	2.12E-01	bad-chisq
group_617-group_1271-group_1202	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1066-group_1271-group_1284	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
deoD_2-group_1273-group_1196	8.39E-02	1.41E-01	1.83E-01	-2.98E-01	2.23E-01	1.08E-01	bad-chisq
group_2020-group_1274-group_831	1.29E-02	1.25E-02	1.09E-01	5.55E-01	3.45E-01	1.29E-01	bad-chisq
group_2020-group_1274-noc	1.29E-02	1.25E-02	1.84E-04	8.98E-01	2.34E-01	2.96E-01	bad-chisq
group_812-group_1274-group_63	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_2007-group_1275-group_1609	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
mutX-group_1276-group_1108	3.87E-02	1.55E-01	5.27E-02	-4.86E-01	2.49E-01	1.56E-01	bad-chisq
group_2099-group_1277-group_1303	3.23E-02	4.13E-01	4.23E-01	1.94E-01	2.42E-01	6.48E-02	bad-chisq
group_2013-group_1277-group_1303	2.00E-01	3.18E-02	7.27E-01	-2.89E-02	8.28E-02	2.82E-02	
group_2091-group_1278-group_759	7.74E-02	1.75E-01	3.17E-02	-3.99E-01	1.84E-01	1.73E-01	bad-chisq
group_2091-group_1278-group_996	5.03E-01	9.56E-07	3.13E-02	-1.94E-01	8.92E-02	1.73E-01	
group_1526-group_1279-group_531	6.45E-02	2.70E-01	2.74E-01	-2.41E-01	2.20E-01	8.84E-02	bad-chisq
group_1526-group_1279-group_1113	6.13E-01	2.46E-06	8.52E-02	-1.63E-01	9.41E-02	1.39E-01	
group_1456-group_1279-group_531	1.94E-02	7.20E-01	9.33E-01	2.65E-02	3.17E-01	6.77E-03	bad-chisq
group_1705-group_1280-group_897	2.58E-02	3.77E-04	6.77E-01	9.16E-02	2.19E-01	3.37E-02	bad-chisq
group_1678-group_1280-group_1325	1.29E-02	4.17E-01	6.69E-01	-1.06E-01	2.46E-01	3.46E-02	bad-chisq
group_1325-group_1280-group_1326	7.10E-02	8.25E-01	8.93E-01	-2.74E-02	2.03E-01	1.09E-02	
group_2061-group_1281-group_1149	1.94E-02	3.19E-01	1.95E-01	-4.15E-01	3.19E-01	1.05E-01	bad-chisq
group_1520-group_1282-group_478	1.29E-02	4.17E-01	1.91E-01	-3.93E-01	2.99E-01	1.06E-01	bad-chisq
seq_2~~~seq_1-group_1282-group_1265	4.52E-02	2.02E-06	4.37E-01	1.82E-01	2.34E-01	6.29E-02	bad-chisq
group_2186-group_1282-speC_1	1.94E-01	3.96E-02	7.06E-01	-3.16E-02	8.35E-02	3.05E-02	
speC_1-group_1282-group_57	3.42E-01	4.94E-02	4.52E-01	6.27E-02	8.31E-02	6.09E-02	
group_1648-group_1283-group_75	1.29E-02	1.25E-02	7.45E-02	6.09E-01	3.39E-01	1.44E-01	bad-chisq
group_51-group_1283-group_1250	6.06E-01	6.17E-07	4.30E-01	-1.04E-01	1.32E-01	6.38E-02	
group_1153-group_1283-group_1250	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_1504-group_1284-group_1258	3.23E-02	1.95E-01	1.80E-02	-6.65E-01	2.78E-01	1.90E-01	bad-chisq
group_1258-group_1284-group_1652	1.94E-02	7.20E-01	6.70E-01	-1.68E-01	3.93E-01	3.45E-02	bad-chisq
group_1612-group_1284-group_1261	1.29E-02	3.99E-01	9.32E-01	3.48E-02	4.08E-01	6.90E-03	bad-chisq
group_908-group_1284-group_1329	1.94E-02	7.20E-01	6.30E-01	-1.94E-01	4.01E-01	3.90E-02	bad-chisq
group_1555-group_1284-group_1588	5.16E-02	4.17E-01	5.78E-01	-1.89E-01	3.40E-01	4.50E-02	bad-chisq
group_1555-group_1284-group_1202	5.81E-02	5.83E-08	1.29E-01	5.35E-01	3.51E-01	1.22E-01	bad-chisq
group_1633-group_1284-group_1329	1.94E-02	2.15E-03	6.86E-02	5.83E-01	3.18E-01	1.47E-01	bad-chisq
group_1440-group_1284-group_1202	1.29E-02	4.17E-01	3.54E-01	-3.80E-01	4.08E-01	7.50E-02	bad-chisq
group_1522-group_1284-group_447	7.74E-02	1.50E-01	8.09E-01	-8.54E-02	3.52E-01	1.96E-02	
group_447-group_1284-group_1202	5.94E-01	1.82E-06	5.00E-01	-2.20E-01	3.25E-01	5.45E-02	
group_1271-group_1284-group_1329	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1061-group_1285-group_481	1.94E-02	3.19E-01	4.44E-01	-2.89E-01	3.76E-01	6.19E-02	bad-chisq
group_1061-group_1285-group_1268	1.29E-02	1.25E-02	1.10E-01	5.33E-01	3.32E-01	1.29E-01	bad-chisq
group_1061-group_1285-group_1290	1.10E-01	1.28E-02	9.79E-02	-1.60E-01	9.63E-02	1.33E-01	bad-chisq
group_481-group_1285-group_1206	2.58E-02	1.74E-02	4.95E-02	5.05E-01	2.55E-01	1.58E-01	bad-chisq
group_1206-group_1285-group_1267	1.29E-02	4.17E-01	7.08E-01	-9.22E-02	2.46E-01	3.03E-02	bad-chisq
ennX_1~~~emm5~~~ennX_2~~~ennX-smc_1~~~emm5~~~smc_2~~~emm6~~~arp4~~~smc_3-ennX_2~~~ennX~~~arp4~~~ennX_1	3.87E-02	6.36E-04	1.92E-02	4.89E-01	2.07E-01	1.88E-01	bad-chisq
